ID;Datum;Frage 1 - Welches Geschlecht hast du?;Frage 2 - Wie alt bist du?;Frage 3 - Studierst du aktuell?;Frage 4 - Ich bin mit dem Bereich Verteidigung / Defense als mögliches Tätigkeitsfeld vertraut.;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Gehalt;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Gutes Arbeitsklima;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Übereinstimmung mit moralischen Werten;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Work-Life-Balance;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Gesellschaftlicher Beitrag;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Interesse & Spaß an der Tätigkeit;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Jobsicherheit;Frage 5 - Ranking - Was ist dir besonders wichtig bei einem Beruf? - Karriere & Aufstiegsmöglichkeiten;Frage 6 - Was studierst du?;Frage 7 - In welchem Semester bist du?;Frage 8 - In meinem Studiengang wird (Berufs)ethik thematisiert.;Frage 9 - Ich fühle mich durch mein Studium ausreichend auf ethische Fragen in meinem Berufsfeld vorbereitet.;Frage 10 - In welchem Bereich arbeitest du?;Frage 11 - (Berufs)ethik bietet für mich eine Orientierung für mein Handeln.;Frage 12 - Ich kann mir vorstellen, in einem Unternehmen oder Projekt mit Bezug zum Rüstungs-/Verteidigungsbereich zu arbeiten.;Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Schutz demokratischer Werte und staatlicher Souveränität;Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Geopolitische Verantwortung Deutschlands / Europas;Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Berufliche Perspektiven (Karrierechancen);Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Finanzielle Gründe;Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Technische Innovation und interessante Projekte;Frage 13 - Falls du es dir vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Keiner der Gründe;Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Moralische / ethische Bedenken;Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Politische Überzeugung;Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Unklare rechtliche Verantwortung;Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Soziales Umfeld / Stigmatisierung / Erwartungen anderer;Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);Frage 14 - Falls du es dir nicht vorstellen kannst, im Defense Bereich zu arbeiten: Was sind die wichtigsten Gründe für dich? - Keiner der Gründe;Frage 15 - Ich kann mir vorstellen, an einem Forschungsprojekt mit militärischer Förderung teilzunehmen.;Frage 16 - Wer trägt deiner Meinung nach am meisten persönliche moralische Mitverantwortung für die Anwendung technischer Arbeit? - Der/Die Ingenieur*in selbst;Frage 16 - Wer trägt deiner Meinung nach am meisten persönliche moralische Mitverantwortung für die Anwendung technischer Arbeit? - Der Arbeitgeber;Frage 16 - Wer trägt deiner Meinung nach am meisten persönliche moralische Mitverantwortung für die Anwendung technischer Arbeit? - Der Gesetzgeber /Die Politik;Frage 16 - Wer trägt deiner Meinung nach am meisten persönliche moralische Mitverantwortung für die Anwendung technischer Arbeit? - Der Auftraggeber;Frage 16 - Wer trägt deiner Meinung nach am meisten persönliche moralische Mitverantwortung für die Anwendung technischer Arbeit? - Die Gesellschaft als Ganzes;Frage 17 - Szenario: Du erhältst zwei gleichwertige Stellenangebote: Angebot A von einer zivilen Firma. Angebot B von einem Rüstungskonzern mit 20 % höherem Gehalt. Vom Inhalt her sind die beiden Angebote gleich herausfordernd und interessant. Was würdest du tun?;Frage 18 - Ich hätte Bedenken, wenn Produkte oder Software, die ich in einem zivilen Unternehmen entwickelt habe, auch im militärischen Bereich verwendet werden (Dual-Use)?;Frage 19 - Ich hätte Gewissenskonflikte, wenn ich im Defense-Bereich arbeiten würde.;Frage 20 - Meine Einstellung zur Arbeit im Verteidigungsbereich hat sich in den letzten 2-3 Jahren verändert.;Frage 21 - Gibt es etwas, das du zum Thema Berufsethik und Defense ergänzen möchtest?;ist anonym;abgeschlossen;beendet;Beantwortungsdauer (in s);Antwort-Quote;Sprache;Startzeit;Endzeit;Laufzeit;Dauer für Seite 1 (in s);Dauer für Seite 2 (in s);Dauer für Seite 3 (in s);Dauer für Seite 4 (in s);Dauer für Seite 5 (in s)
86;09.06.26;Männlich;23-27;Ja;3;3;2;4;7;8;1;6;5;Maschinenbau;3./4. Semester;Nein;5;Maschinenbau und Produktion;2;3;Schutz demokratischer Werte und staatlicher Souveränität;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;Moralische / ethische Bedenken;;;Soziales Umfeld / Stigmatisierung / Erwartungen anderer;;;4;5;4;3;1;2;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;1;4;4;;1;1;1;209.6;95.24%;de;09.06.26;09.06.26; 00:03:30;52;19;19;48;72
87;09.06.26;Männlich;23-27;Ja;4;7;2;4;3;5;1;6;8;Maschinenbau;3./4. Semester;Nein;2;Maschinenbau und Produktion;3;5;Schutz demokratischer Werte und staatlicher Souveränität;;;;Technische Innovation und interessante Projekte;;Moralische / ethische Bedenken;;;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;4;5;2;4;1;3;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;2;3;4;;1;1;1;193.91;95.24%;de;09.06.26;09.06.26; 00:03:14;54;16;18;44;62
88;09.06.26;Männlich;18-22;Ja;5;1;5;8;6;7;4;3;2;Maschinenbau;3./4. Semester;Nein;5;Ich arbeite nicht;3;5;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;3;4;2;1;5;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;3;;1;1;1;256.71;95.24%;de;09.06.26;09.06.26; 00:04:17;61;19;35;41;101
89;09.06.26;Männlich;23-27;Ja;2;5;3;8;4;6;1;2;7;Maschinenbau;3./4. Semester;Nein;1;Maschinenbau und Produktion;2;5;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;4;1;2;3;5;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;4;2;3;;1;1;1;281.29;95.24%;de;09.06.26;09.06.26; 00:04:42;65;24;27;49;117
90;09.06.26;Männlich;23-27;Ja;2;1;5;7;6;4;2;3;8;Maschinenbau;3./4. Semester;Nein;3;Maschinenbau und Produktion;3;4;Schutz demokratischer Werte und staatlicher Souveränität;;Berufliche Perspektiven (Karrierechancen);;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;4;5;3;1;2;4;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;2;1;4;Ich finde es schwer diese Umfrage hier auszufüllen, da sich Maschinenbau generell nicht auf Verteidigung bezieht. Und die Fragen sehr generalisiert sind, die man so einfach nicht beantworten kann.;1;1;1;332.56;100%;de;09.06.26;09.06.26; 00:05:33;71;40;23;37;161
91;09.06.26;Divers;Unter 18;Ja;5;1;5;8;2;7;4;6;3;Maschinenbau;3./4. Semester;Nein;1;Anderes;1;5;;;;Finanzielle Gründe;;;;;;;;Keiner der Gründe;5;5;4;1;3;2;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;1;;1;1;1;238.39;95.24%;de;09.06.26;09.06.26; 00:03:59;75;28;16;47;72
92;09.06.26;Weiblich;18-22;Ja;2;3;5;4;2;8;7;1;6;Maschinenbau;5./6. Semester;Ja, aber nur am Rande;3;Maschinenbau und Produktion;4;4;Schutz demokratischer Werte und staatlicher Souveränität;;Berufliche Perspektiven (Karrierechancen);;;;Moralische / ethische Bedenken;;;;;;4;5;3;1;4;2;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;5;2;3;;1;1;1;280.98;95.24%;de;09.06.26;09.06.26; 00:04:41;75;31;26;51;98
93;09.06.26;Männlich;18-22;Ja;5;4;2;7;6;8;1;3;5;Maschinenbau;3./4. Semester;Nein;5;Maschinenbau und Produktion;3;5;;;Berufliche Perspektiven (Karrierechancen);;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;4;1;3;2;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;2;2;;1;1;1;284.04;95.24%;de;09.06.26;09.06.26; 00:04:45;78;27;13;51;115
94;09.06.26;Weiblich;28-34;Ja;3;7;6;5;4;8;1;3;2;Maschinenbau;3./4. Semester;Nein;2;Maschinenbau und Produktion;2;5;Schutz demokratischer Werte und staatlicher Souveränität;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;4;1;3;2;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;3;3;5;;1;1;1;368.62;95.24%;de;09.06.26;09.06.26; 00:06:09;78;25;46;95;124
95;09.06.26;Weiblich;23-27;Ja;5;4;3;8;1;6;2;7;5;Maschinenbau;3./4. Semester;Nein;1;Maschinenbau und Produktion;2;3;;;;;Technische Innovation und interessante Projekte;;Moralische / ethische Bedenken;Politische Überzeugung;;;;;3;4;3;1;2;5;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;3;4;2;;1;1;1;361.72;95.24%;de;09.06.26;09.06.26; 00:06:02;84;21;40;122;95
96;09.06.26;Weiblich;18-22;Ja;1;3;4;7;2;8;1;5;6;Maschinenbau;3./4. Semester;Ja, aber nur am Rande;1;Maschinenbau und Produktion;3;5;;;;;;Keiner der Gründe;;;;;;Keiner der Gründe;5;5;3;1;4;2;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;2;1;1;;1;1;1;187.75;95.24%;de;09.06.26;09.06.26; 00:03:08;42;14;16;33;83
97;09.06.26;Männlich;18-22;Ja;3;6;3;7;5;8;1;2;4;Maschinenbau;3./4. Semester;Ja, aber nur am Rande;4;Maschinenbau und Produktion;3;4;;;;;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;4;5;4;1;3;2;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;1;3;3;;1;1;1;264.65;95.24%;de;09.06.26;09.06.26; 00:04:25;83;23;23;30;105
98;09.06.26;Männlich;18-22;Ja;4;2;4;7;5;8;1;3;6;Maschinenbau;3./4. Semester;Nein;3;Anderes;1;4;;;;Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;4;5;4;1;3;2;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;4;;1;1;1;180.36;95.24%;de;09.06.26;09.06.26; 00:03:01;52;19;21;30;59
99;09.06.26;Männlich;18-22;Ja;3;3;7;5;1;8;4;2;6;Maschinenbau;3./4. Semester;Nein;3;Ich arbeite nicht;4;2;Schutz demokratischer Werte und staatlicher Souveränität;;;Finanzielle Gründe;Technische Innovation und interessante Projekte;;Moralische / ethische Bedenken;;;Soziales Umfeld / Stigmatisierung / Erwartungen anderer;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;2;5;4;2;3;1;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;4;4;3;;1;1;1;466.1;95.24%;de;09.06.26;09.06.26; 00:07:47;87;73;30;140;136
100;09.06.26;Weiblich;18-22;Ja;5;1;5;7;6;8;3;2;4;Maschinenbau;3./4. Semester;Nein;2;Maschinenbau und Produktion;1;4;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;;Finanzielle Gründe;;;;;;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;3;5;3;2;4;1;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;3;2;1;;1;1;1;254.51;95.24%;de;09.06.26;09.06.26; 00:04:15;88;26;22;34;84
101;09.06.26;Männlich;18-22;Ja;5;1;3;8;4;7;2;5;6;Maschinenbau;3./4. Semester;Nein;5;Maschinenbau und Produktion;1;5;;;;Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;4;1;3;2;Ich würde Angebot B aus anderen Gründen wählen;1;1;1;"Fette Waffen sind richtig geil, vor allem high Tech 🚀✈️. 
Aber Deutschland ist nicht das was es mal war. Ich finde es auch affig, dass ausgerechnet der Quotenneger solche Umfragen stellt. Das sagt schon alles...";1;1;1;577.88;100%;de;09.06.26;09.06.26; 00:09:38;90;39;35;65;348
102;09.06.26;Männlich;18-22;Ja;4;5;1;8;3;7;2;4;6;Maschinenbau;3./4. Semester;Nein;2;Maschinenbau und Produktion;2;5;Schutz demokratischer Werte und staatlicher Souveränität;;;;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;1;5;2;4;3;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;2;2;2;;1;1;1;348.79;95.24%;de;09.06.26;09.06.26; 00:05:49;87;32;54;65;111
103;09.06.26;Männlich;18-22;Ja;4;6;1;7;4;8;3;2;5;Maschinenbau;3./4. Semester;Weiß ich nicht;1;Ich arbeite nicht;3;2;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;;;Technische Innovation und interessante Projekte;;Moralische / ethische Bedenken;;;;;;2;4;3;1;2;5;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;4;2;2;;1;1;1;302.15;95.24%;de;09.06.26;09.06.26; 00:05:03;89;27;25;76;85
104;09.06.26;Männlich;18-22;Ja;5;2;5;8;6;7;3;4;1;Maschinenbau;3./4. Semester;Nein;4;Maschinenbau und Produktion;3;5;Schutz demokratischer Werte und staatlicher Souveränität;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;4;3;2;1;5;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;2;2;2;;1;1;1;247.18;95.24%;de;09.06.26;09.06.26; 00:04:08;91;27;14;39;75
105;09.06.26;Männlich;18-22;Ja;4;3;1;8;5;7;2;4;6;Maschinenbau;3./4. Semester;Nein;1;Ich arbeite nicht;3;2;;;;Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;4;5;3;1;4;2;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;4;5;3;;1;1;1;258.39;95.24%;de;09.06.26;09.06.26; 00:04:19;85;25;26;52;70
106;09.06.26;Männlich;23-27;Ja;4;2;1;4;7;8;3;6;5;Maschinenbau;3./4. Semester;Nein;1;Maschinenbau und Produktion;2;3;;;Berufliche Perspektiven (Karrierechancen);;Technische Innovation und interessante Projekte;;Moralische / ethische Bedenken;;;;;;3;5;3;1;4;2;Ich würde Angebot A wählen;2;3;1;;1;1;1;305.32;95.24%;de;09.06.26;09.06.26; 00:05:06;91;44;36;73;62
107;09.06.26;Männlich;23-27;Ja;3;1;4;7;8;6;2;5;3;Maschinenbau;3./4. Semester;Nein;3;Maschinenbau und Produktion;1;5;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;4;1;3;2;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;1;;1;1;1;139.87;95.24%;de;09.06.26;09.06.26; 00:02:20;45;13;26;29;27
108;09.06.26;Männlich;18-22;Ja;3;1;6;7;5;8;2;4;3;Maschinenbau;3./4. Semester;Nein;4;Ich arbeite nicht;5;4;;;;Finanzielle Gründe;;;Moralische / ethische Bedenken;;;;;;4;5;4;1;3;2;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;3;2;2;;1;1;1;418.62;95.24%;de;09.06.26;09.06.26; 00:06:59;97;23;78;86;134
109;09.06.26;Männlich;18-22;Ja;4;2;6;8;5;3;1;7;4;Maschinenbau;3./4. Semester;Nein;2;Ich arbeite nicht;4;5;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;5;4;3;1;2;5;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;2;3;4;;1;1;1;336.85;95.24%;de;09.06.26;09.06.26; 00:05:37;91;35;42;73;96
110;09.06.26;Männlich;23-27;Ja;3;6;2;7;3;8;1;4;5;Maschinenbau;3./4. Semester;Nein;4;Maschinenbau und Produktion;3;4;Schutz demokratischer Werte und staatlicher Souveränität;;;;Technische Innovation und interessante Projekte;;;;;Soziales Umfeld / Stigmatisierung / Erwartungen anderer;;;4;5;3;2;1;4;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;2;2;3;;1;1;1;384.99;95.24%;de;09.06.26;09.06.26; 00:06:25;121;26;31;72;135
111;09.06.26;Männlich;18-22;Ja;5;1;6;2;3;4;5;8;7;Maschinenbau;3./4. Semester;Nein;1;Maschinenbau und Produktion;3;3;Schutz demokratischer Werte und staatlicher Souveränität;;;;;;Moralische / ethische Bedenken;;;;;;2;4;2;3;1;5;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;5;4;5;;1;1;1;293.93;95.24%;de;09.06.26;09.06.26; 00:04:54;109;22;31;55;77
112;09.06.26;Männlich;18-22;Ja;5;6;2;8;3;7;1;5;4;Maschinenbau;3./4. Semester;Nein;5;Ich arbeite nicht;1;5;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;;;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;4;3;1;2;5;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;1;;1;1;1;293.33;95.24%;de;09.06.26;09.06.26; 00:04:54;80;38;13;82;81
113;09.06.26;Männlich;18-22;Ja;4;2;5;4;7;8;1;3;6;Maschinenbau;3./4. Semester;Nein;5;Maschinenbau und Produktion;3;5;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;4;1;2;3;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;2;1;3;;1;1;1;410.76;95.24%;de;09.06.26;09.06.26; 00:06:51;133;40;53;56;128
114;09.06.26;Männlich;23-27;Ja;3;6;2;8;7;5;1;4;3;Maschinenbau;3./4. Semester;Nein;5;Maschinenbau und Produktion;1;5;;;Berufliche Perspektiven (Karrierechancen);;Technische Innovation und interessante Projekte;;;;;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;5;5;4;1;2;3;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;4;;1;1;1;317.61;95.24%;de;09.06.26;09.06.26; 00:05:18;129;19;12;57;99
115;09.06.26;Männlich;18-22;Ja;3;4;3;8;1;7;2;6;5;Maschinenbau;3./4. Semester;Nein;5;Maschinenbau und Produktion;5;4;;;Berufliche Perspektiven (Karrierechancen);;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;4;3;1;2;5;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;1;;1;1;1;326.9;95.24%;de;09.06.26;09.06.26; 00:05:27;118;29;55;43;82
116;09.06.26;Männlich;18-22;Ja;5;4;5;3;8;7;1;6;2;Maschinenbau;3./4. Semester;Nein;5;Maschinenbau und Produktion;4;5;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;Berufliche Perspektiven (Karrierechancen);;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;3;2;4;1;5;Ich würde Angebot B aus anderen Gründen wählen;1;1;2;;1;1;1;366.7;95.24%;de;09.06.26;09.06.26; 00:06:07;125;35;51;52;105
117;09.06.26;Männlich;18-22;Ja;2;5;3;6;8;7;1;4;2;Maschinenbau;3./4. Semester;Ja, aber nur am Rande;2;Ich arbeite nicht;2;2;;;;Finanzielle Gründe;;;Moralische / ethische Bedenken;Politische Überzeugung;Unklare rechtliche Verantwortung;;;;3;5;4;1;2;3;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;3;3;3;;1;1;1;351.61;95.24%;de;09.06.26;09.06.26; 00:05:52;133;37;23;65;94
118;09.06.26;Männlich;18-22;Ja;4;4;2;7;6;8;1;5;3;Maschinenbau;3./4. Semester;Nein;5;Maschinenbau und Produktion;1;5;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;;;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;3;2;1;4;5;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;1;;1;1;1;434.46;95.24%;de;09.06.26;09.06.26; 00:07:15;144;84;40;60;107
119;09.06.26;Männlich;23-27;Ja;3;2;3;5;8;6;1;7;4;Maschinenbau;3./4. Semester;Nein;3;Maschinenbau und Produktion;2;5;;;;Finanzielle Gründe;Technische Innovation und interessante Projekte;;;Politische Überzeugung;;Soziales Umfeld / Stigmatisierung / Erwartungen anderer;;;4;4;5;2;3;1;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;1;1;4;;1;1;1;282.27;95.24%;de;09.06.26;09.06.26; 00:04:43;73;23;17;62;108
120;09.06.26;Männlich;23-27;Ja;5;3;2;8;6;7;1;5;4;Maschinenbau;3./4. Semester;Ja, aber nur am Rande;3;Anderes;3;4;;;Berufliche Perspektiven (Karrierechancen);;;;;;;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;4;5;4;1;3;2;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;2;2;4;;1;1;1;565.22;95.24%;de;09.06.26;09.06.26; 00:09:26;301;26;27;88;122
121;09.06.26;Männlich;18-22;Ja;3;4;5;8;6;7;1;2;3;Maschinenbau;3./4. Semester;Nein;2;Maschinenbau und Produktion;3;1;;;;;;Keiner der Gründe;Moralische / ethische Bedenken;;;;;;1;4;3;1;2;5;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;4;5;5;;1;1;1;890.36;95.24%;de;09.06.26;09.06.26; 00:14:51;92;21;30;587;160
122;09.06.26;Männlich;28-34;Ja;3;3;5;7;2;8;4;1;6;Maschinenbau;3./4. Semester;Nein;2;Informatik / Software Engineering;1;1;;;;;;Keiner der Gründe;;;;;;Keiner der Gründe;1;5;4;1;3;2;Ich würde Angebot A wählen;5;5;1;Krieg ist keine Option! Daher keine Aufrüstung!;1;1;1;374.5;100%;de;09.06.26;09.06.26; 00:06:15;108;34;29;101;103
123;09.06.26;Männlich;23-27;Ja;5;1;3;8;6;7;2;5;4;Maschinenbau;5./6. Semester;Nein;5;Maschinenbau und Produktion;1;5;;Geopolitische Verantwortung Deutschlands / Europas;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;2;3;4;1;Ich würde Angebot B aus anderen Gründen wählen;1;1;5;Scheiß linke Möchtegern-Pazifisten. Wenn wir angegriffen werden seid ihr die ersten, die sich hinter der Bundeswehr verstecken.;1;1;1;259.03;100%;de;09.06.26;09.06.26; 00:04:20;53;32;12;44;118
125;09.06.26;Weiblich;18-22;Ja;4;1;6;7;3;8;5;4;2;International Business / BWL;3./4. Semester;Ja;3;Ich arbeite nicht;2;5;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;;;;Politische Überzeugung;Unklare rechtliche Verantwortung;Soziales Umfeld / Stigmatisierung / Erwartungen anderer;;;3;3;4;1;2;5;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;4;4;5;;1;1;1;326.87;95.24%;de;09.06.26;09.06.26; 00:05:27;37;18;20;100;152
127;09.06.26;Weiblich;18-22;Ja;4;3;7;6;1;5;2;4;8;Social Data Science & Communication;3./4. Semester;Ja;4;Ich arbeite nicht;4;1;;;;;;Keiner der Gründe;Moralische / ethische Bedenken;Politische Überzeugung;;;;;2;4;3;2;1;5;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;5;4;4;;1;1;1;172.57;95.24%;de;09.06.26;09.06.26; 00:02:53;52;17;29;26;48
128;09.06.26;Männlich;18-22;Ja;5;1;7;6;4;8;3;2;5;Elektrotechnik;3./4. Semester;Ja, aber nur am Rande;3;Ich arbeite nicht;3;5;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;Technische Innovation und interessante Projekte;;;;;;;Keiner der Gründe;5;5;1;3;2;4;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;1;1;2;;1;1;1;117.69;95.24%;de;09.06.26;09.06.26; 00:01:58;40;12;8;17;41
129;09.06.26;Weiblich;23-27;Ja;2;4;2;5;3;8;1;6;7;International Business / BWL;5./6. Semester;Ja, aber nur am Rande;2;Anderes;4;2;;;;;;Keiner der Gründe;Moralische / ethische Bedenken;;Unklare rechtliche Verantwortung;Soziales Umfeld / Stigmatisierung / Erwartungen anderer;;;3;4;2;3;1;5;Ich würde Angebot A wählen, aber der Gehaltsunterschied lässt mich zögern;4;4;4;;1;1;1;158.62;95.24%;de;09.06.26;09.06.26; 00:02:39;87;16;9;21;26
130;10.06.26;Weiblich;18-22;Ja;4;1;3;7;2;8;5;4;6;International Business / BWL;5./6. Semester;Ja;5;Ich arbeite nicht;4;3;;;Berufliche Perspektiven (Karrierechancen);Finanzielle Gründe;;;;;Unklare rechtliche Verantwortung;;Sicherheitsbedenken (Geheimhaltung, eingeschränkte Mobilität);;4;2;4;1;3;5;Ich würde Angebot B wählen, da das Gehalt ein legitimer Grund ist;2;2;1;;1;1;1;230.89;95.24%;de;10.06.26;10.06.26; 00:03:51;50;18;20;56;86
131;10.06.26;Weiblich;23-27;Ja;2;3;1;8;2;7;6;4;5;International Business / BWL;3./4. Semester;Ja;3;Anderes;2;3;;;;;;Keiner der Gründe;Moralische / ethische Bedenken;;;;;;2;4;2;1;3;5;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;4;4;2;;1;1;1;307.52;95.24%;de;10.06.26;10.06.26; 00:05:08;56;25;15;131;80
133;10.06.26;Weiblich;23-27;Ja;2;3;7;2;4;8;1;6;5;International Business / BWL;5./6. Semester;Ja;3;Ich arbeite nicht;2;2;Schutz demokratischer Werte und staatlicher Souveränität;Geopolitische Verantwortung Deutschlands / Europas;;;;;Moralische / ethische Bedenken;;Unklare rechtliche Verantwortung;;;;2;5;3;2;4;1;Ich würde intensiv abwägen und beide Angebote in Betracht ziehen;4;3;3;;1;1;1;354.92;95.24%;de;10.06.26;10.06.26; 00:05:55;104;34;28;72;117
